IPK, Pengetahuan di bidang atau disiplin ilmu anda                                         (rendah)1-5(tinggi),Pengetahuan di luar bidang atau disiplin ilmu anda        (rendah)1-5(tinggi),Pengetahuan umum                  (rendah)1-5(tinggi),Ketrampilan internet                          (rendah)1-5(tinggi),Ketrampilan komputer                          (rendah)1-5(tinggi),Ketrampilan                    Sistem Keamanan Komputer (rendah)1-5(tinggi),Ketrampilan                    Jaringan Komputer (rendah)1-5(tinggi),Ketrampilan Program Aplikasi WEB                    (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Multimedia                     (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Android                          (rendah)1-5(tinggi),Ketrampilan Program Aplikasi Database                          (rendah)1-5(tinggi),Berpikir kritis                          (rendah)1-5(tinggi),Bahasa Inggris                       (rendah)1-5(tinggi) ,Ketrampilan riset                            (rendah)1-5(tinggi),Kemampuan berkomunikasi                (rendah)1-5(tinggi),Kemampuan Bekerja di bawah tekanan                              (rendah)1-5(tinggi),Manajemen waktu                    (rendah)1-5(tinggi) ,Bekerja secara mandiri                       (rendah)1-5(tinggi)    ,Bekerja dalam tim/bekerjasama dengan orang lain                   (rendah)1-5(tinggi),Kemampuan dalam memecahkan masalah                           (rendah)1-5(tinggi)   ,Kemampuan analisis          (rendah)1-5(tinggi) ,Toleransi                             (rendah)1-5(tinggi),Kemampuan adaptasi                         (rendah)1-5(tinggi),Loyalitas                             (rendah)1-5(tinggi),Integritas f                          (rendah)1-5(tinggi),Kepemimpinan                             (rendah)1-5(tinggi),Kemampuan dalam memegang tanggungjawab                        (rendah)1-5(tinggi),Inisiatif                          (rendah)1-5(tinggi),Kemampuan untuk memresentasikan ide/produk/laporan              (rendah)1-5(tinggi) ,"Kemampuan dalam menulis laporan, memo dan dokumen                    (rendah)1-5(tinggi)",Posisi Pekerjaan
3.01,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.04,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.14,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.02,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.57,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.94,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.1,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.73,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.66,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.92,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.04,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.99,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.88,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.79,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.13,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.16,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.1,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.82,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.98,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.05,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.12,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.24,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
3.29,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
3.03,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.16,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.07,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.86,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.35,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.3,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.78,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.9,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.07,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.88,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.89,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.81,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.21,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.07,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.1,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.1,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.26,5,5,5,5,5,3,3,3,3,4,5,4,5,4,5,5,5,5,4,5,3,5,5,5,5,3,5,5,5,5,Customer Service
2.91,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.81,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.49,5,5,5,5,5,3,3,3,3,3,3,5,5,3,5,5,5,5,5,4,3,5,5,5,5,3,5,5,5,5,Sales 
2.77,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.0,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.82,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.24,4,4,4,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,3,5,5,4,5,Agent Monitoring ATM
3.25,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.07,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.34,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.03,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.79,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.12,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.18,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.29,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.59,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.9,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.29,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.05,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.82,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.99,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.73,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
3.42,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.95,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.58,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
3.01,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.4,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.87,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.2,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.91,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.07,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.55,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.33,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.88,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.71,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.14,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.17,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.08,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.36,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.82,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.52,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.01,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.19,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.63,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.08,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.3,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.59,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.07,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.63,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.06,4,5,5,5,5,3,3,5,5,3,4,5,5,5,5,3,5,5,5,5,4,5,5,5,5,3,5,5,4,3,Web Programmer
3.54,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.03,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.09,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
3.02,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.14,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.62,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.85,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.04,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.99,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
3.33,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
2.84,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.89,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.12,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.17,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.91,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.74,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.07,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.48,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.4,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.35,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.95,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.07,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.08,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.76,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.82,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.58,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.97,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.61,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
2.88,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.88,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.22,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.96,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
3.1,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.92,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.27,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
2.9,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.78,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.06,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.27,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
3.29,5,5,5,5,5,3,3,3,3,3,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,4,Operator Komputer
3.51,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.18,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.99,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.88,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
2.78,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.54,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.57,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.81,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
2.78,5,5,5,5,5,3,3,5,5,5,3,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,Design Grafis
2.48,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.42,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
2.9,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
2.76,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
2.78,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.21,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.73,5,5,5,5,5,2,2,3,3,2,3,4,5,4,5,5,5,5,4,4,4,5,5,5,5,3,5,5,5,5,Recepsionist
3.35,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.75,4,4,5,5,5,4,5,3,3,3,3,5,5,4,4,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,Staff IT Network
3.14,4,4,4,5,5,4,4,5,4,5,5,4,4,4,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,3,IT Support
2.78,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.59,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.05,4,4,5,5,5,2,3,3,3,3,4,4,3,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,3,5,Staff Administrasi
2.63,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,4,5,5,5,3,3,5,5,5,5,5,5,4,3,2,Technical engineer
2.74,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
2.74,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Guru TIK
2.67,5,5,5,5,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,5,5,3,3,Networking engineer
3.55,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
3.06,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.62,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
2.82,5,5,5,5,5,3,4,4,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,4,5,IT Quality Control
2.94,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
3.44,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.47,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
3.71,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.95,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Programmer
2.69,3,3,3,5,5,3,3,4,4,5,3,3,5,3,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Call Centre
3.09,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
2.88,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.75,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MIS Director
2.89,5,5,4,5,5,3,5,3,3,3,4,5,4,3,5,5,4,5,5,4,3,5,5,5,4,4,5,5,4,3,Teknik Mesin
3.3,5,5,5,5,5,3,3,3,3,3,5,4,5,3,5,5,5,5,3,4,3,5,5,5,5,4,5,5,3,5,Staff IT
2.78,5,5,5,5,5,3,3,4,3,3,4,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,Digital Marketing
2.9,5,5,5,3,5,3,3,4,3,4,5,5,5,4,5,5,5,3,5,4,3,5,5,5,5,5,3,5,5,5,EDP Operator
3.31,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
3.3,5,5,5,5,5,5,3,3,3,2,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,5,5,5,5,4,Sistem analis
2.75,4,5,3,5,5,3,3,5,5,5,5,4,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,Programmer
3.12,5,5,5,5,5,4,3,5,5,5,5,4,5,5,3,3,5,5,5,5,4,5,5,5,5,4,5,5,3,3,Software engineer
3.03,5,5,5,5,4,4,3,5,5,4,4,4,4,4,5,4,5,5,4,5,2,5,5,5,5,3,5,5,4,3,Web Designer
3.14,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,Sekretaris
3.09,5,5,5,5,5,3,3,3,3,3,3,4,5,3,5,5,5,5,5,3,2,5,5,5,5,3,5,5,5,5,System administrator
